cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
2dqtcy21,2ccca89aeb231903288c2d6a5d80333a316a5de0,PMC,Treatment of allergic rhinitis with acupoint herbal plaster: an oligonucleotide chip analysis,10.1186/s12906-016-1418-0,PMC5097372,27814709,cc-by,"BACKGROUND: Allergic rhinitis is regarded as an imbalanced Th1/Th2 cell-mediated response. The present study used microarray analysis to compare gene expression levels between allergic rhinitis patients before and after a series of acupoint herbal plaster applications. METHODS: In this experimental pilot study, volunteers experiencing sneezing, runny nose, and congestion for more than 9 months in the year following initial diagnoses were included after diagnostic confirmation by otolaryngologists to exclude patients with sinusitis and nasal polyps. Patients with persistent allergic rhinitis each received four acupoint herbal plaster treatments applied using the moxibustion technique. Clinical outcomes were evaluated using the Rhinitis Quality of Life Questionnaire (RQLQ). Peripheral blood samples were analyzed using an ImmunoCAP Phadiatop test, and patients were classified as phadiatop (Ph)-positive or -negative. Microarray results were analyzed for genes that were differentially expressed between (1) Ph-positive and -negative patients treated with herbal plaster; and (2) before and after herbal plaster treatment in the Ph-positive patient group. Unsupervised and supervised methods were used for gene-expression data analysis. RESULTS: Nineteen Ph-positive and four Ph-negative participants with persistent allergic rhinitis were included in the study. RQLQ results indicated that the 19 Ph-positive volunteers experienced improvement in six of seven categories following acupoint herbal plaster treatments, whereas the four Ph-negative participants reported improvement in only two categories. Hierarchical clustering and principle component analysis of the gene expression profiles of Ph-positive and –negative participants indicated the groups exhibited distinct physiological responses to acupoint herbal treatment. Evaluation of gene networks using MetaCore identified that the “Immune response_IL-13 signaling via JAK-STAT” and the “Inflammation_Interferon signaling” were down- and up-regulated, respectively, among Ph-positive subjects. CONCLUSIONS: In this preliminary study, we find that the IL-13 immune response via JAK-STAT signaling and interferon inflammation signaling were down- and upregulated, respectively, in the Ph-positive group. Further studies are required to verify these pathways in Ph-positive patients, and to determine the mechanism of such pathway dysregulation. TRIAL REGISTRATION: ClinicalTrials.gov: NCT02486159. Registered 30 Jun 2015.",2016-11-04,"Shiue, Horng-Sheng; Lee, Yun-Shien; Tsai, Chi-Neu; Chang, Hen-Hong",BMC Complement Altern Med,,,,document_parses/pdf_json/2ccca89aeb231903288c2d6a5d80333a316a5de0.json,document_parses/pmc_json/PMC5097372.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5097372/,
ftjnw3an,190a3e95092a129b94052ac128ce9b690350d9af,PMC,Virus-Specific Read-Through Codon Preference Affects Infectivity of Chimeric Cucumber Green Mottle Mosaic Viruses Displaying a Dengue Virus Epitope,10.1155/2009/781712,PMC2659398,19325913,no-cc,"A Cucumber green mottle mosaic virus (CGMMV) was used to present a truncated dengue virus type 2 envelope (E) protein binding region from amino acids 379 to 423 (EB4). The EB4 gene was inserted at the terminal end of the CGMMV coat protein (CP) open reading frame (ORF). Read-through sequences of TMV or CGMMV, CAA-UAG-CAA-UUA, or AAA-UAG-CAA-UUA were, respectively, inserted in between the CP and the EB4 genes. The chimeric clones, pRT, pRG, and pCG+FSRTRE, were transcribed into full-length capped recombinant CGMMV transcripts. Only constructs with the wild-type CGMMV read-through sequence yielded infectious viruses following infection of host plant, muskmelon (Cucumis melo) leaves. The ratio of modified to unmodified CP for the read-through expression clone developed was also found to be approximately 1:1, higher than what has been previously reported. It was also observed that infectivity was not affected by differences in pI between the chimera and its wild counterpart. Analysis of recombinant viruses after 21-days-postinculation (dpi) revealed that deletions occurred resulting in partial reversions of the viral population to near wild type and suggesting that this would be the limiting harvest period for obtaining true to type recombinants with this construct.",2009-03-22,"Teoh, Pak-Guan; Ooi, Aik-Seng; AbuBakar, Sazaly; Othman, Rofina Yasmin",J Biomed Biotechnol,,,,document_parses/pdf_json/190a3e95092a129b94052ac128ce9b690350d9af.json,document_parses/pmc_json/PMC2659398.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2659398/,
6ogoktah,db20be21b59adb1bac603a79aeea4154fd703db1,PMC,TcdC Does Not Significantly Repress Toxin Expression in Clostridium difficile 630ΔErm,10.1371/journal.pone.0043247,PMC3422341,22912837,cc-by,"In the past decade, Clostridium difficile has emerged as an important gut pathogen. Symptoms of C. difficile infection range from mild diarrhea to pseudomembranous colitis, sometimes resulting in colectomy or death. The main virulence factors of C. difficile are toxin A and toxin B. Besides the genes encoding these toxins (tcdA and tcdB), the pathogenicity locus (PaLoc) also contains genes encoding a sigma factor (tcdR) and a putative anti-sigma factor (tcdC). The important role of TcdR as a sigma factor for toxin expression is undisputed, whereas the role of TcdC as an anti-sigma factor, inhibiting toxin expression, is currently the subject of debate. To clarify the role of TcdC in toxin expression, we generated an isogenic ClosTron-based mutant of tcdC in Clostridium difficile strain 630Δ Erm (CT::tcdC) and determined the transcription levels of the PaLoc genes and the expression levels of the toxins in the wild type strain and the tcdC mutant strain. We found only minor differences in transcription levels of the PaLoc genes between the wild type and CT::tcdC strains and total toxin levels did not significantly differ either. These results suggest that in C. difficile 630Δerm TcdC is not a major regulator of toxin expression under the conditions tested.",2012-08-17,"Bakker, Dennis; Smits, Wiep Klaas; Kuijper, Ed J.; Corver, Jeroen",PLoS One,,,,document_parses/pdf_json/db20be21b59adb1bac603a79aeea4154fd703db1.json,document_parses/pmc_json/PMC3422341.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422341/,
d0hrsiu3,b703a12d98e44bc45d958bc7e15e38f570393e5c,PMC,"Human Cardioviruses, Meningitis, and Sudden Infant Death Syndrome in Children",10.3201/eid1712.111037,PMC3311172,22153118,no-cc,"Cardioviruses cause myocarditis and encephalomyelitis in rodents; human cardioviruses have not been ascribed to any disease. We screened 6,854 cerebrospinal fluid and 10 myocardium specimens from children and adults. A genotype 2 cardiovirus was detected from a child who died of sudden infant death syndrome, and 2 untypeable cardioviruses were detected from 2 children with meningitis.",2011-12-03,"Drexler, Jan Felix; Baumgarte, Sigrid; Eschbach-Bludau, Monika; Simon, Arne; Kemen, Christoph; Bode, Udo; Eis-Hübinger, Anna-Maria; Madea, Burkhard; Drosten, Christian",Emerg Infect Dis,,,,document_parses/pdf_json/b703a12d98e44bc45d958bc7e15e38f570393e5c.json,document_parses/pmc_json/PMC3311172.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3311172/,
32ykxt0o,350a167243df1d549d23fefc2bc10400be1976f2,PMC,Extremely low risk for acquisition of a respiratory viral infection in the emergency room of a large pediatric hospital during the winter season,10.1111/j.1750-2659.2012.00355.x,PMC5780729,22429730,no-cc,"Please cite this paper as: Maltezou et al. (2012). Extremely low risk for acquisition of a respiratory viral infection in the emergency room of a large pediatric hospital during the winter season. Influenza and Other Respiratory Viruses DOI: 10.1111/j.1750‐2659.2012.00355.x. The aim of this study was to investigate the rate of transmission of respiratory viral infections to children visiting the emergency room of a large pediatric hospital during winter. A total of 615 children were prospectively studied. Twenty‐two (3·6%) children developed at least one symptom compatible with a respiratory viral infection within 1–7 days after the visit, including cough (12 children), fever (8), rhinorrhea (7), and/or respiratory distress (1). Three children (0·49%) developed an influenza‐like illness. These findings indicate that transmission of respiratory viral infections to children visiting an emergency room during the winter season is extremely low.",2012-03-16,"Maltezou, Helena C.; Mougkou, Katerina; Asimaki, Hara; Koniaraki, Katerina; Katerelos, Panos; Giannaki, Maria; Theodoridou, Maria",Influenza Other Respir Viruses,,,,document_parses/pdf_json/350a167243df1d549d23fefc2bc10400be1976f2.json,document_parses/pmc_json/PMC5780729.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5780729/,
2qi4aibx,7fc8036e021cc96973a221a57140bf888056b63f,PMC,Effect of cytomegalovirus reactivation on the time course of systemic host response biomarkers in previously immunocompetent critically ill patients with sepsis: a matched cohort study,10.1186/s13054-018-2261-0,PMC6299562,30563551,cc-by,"BACKGROUND: Cytomegalovirus (CMV) reactivation in previously immunocompetent critically ill patients is associated with increased mortality, which has been hypothesized to result from virus-induced immunomodulation. Therefore, we studied the effects of CMV reactivation on the temporal course of host response biomarkers in patients with sepsis. METHODS: In this matched cohort study, each sepsis patient developing CMV reactivation between day 3 and 17 (CMV+) was compared with one CMV seropositive patient without reactivation (CMVs+) and one CMV seronegative patient (CMVs−). CMV serostatus and plasma loads were determined by enzyme-linked immunoassays and real-time polymerase chain reaction, respectively. Systemic interleukin-6 (IL-6), IL-8, IL-18, interferon-gamma–induced protein-10 (IP-10), neutrophilic elastase, IL-1 receptor antagonist (RA), and IL-10 were measured at five time points by multiplex immunoassay. The effects of CMV reactivation on sequential concentrations of these biomarkers were assessed in multivariable mixed models. RESULTS: Among 64 CMV+ patients, 45 could be matched to CMVs+ or CMVs− controls or both. The two baseline characteristics and host response biomarker levels at viremia onset were similar between groups. CMV+ patients had increased IP-10 on day 7 after viremia onset (symmetric percentage difference +44% versus −15% when compared with CMVs+ and +37% versus +4% when compared with CMVs−) and decreased IL-1RA (−41% versus 0% and −49% versus +10%, respectively). However, multivariable analyses did not show an independent association between CMV reactivation and time trends of IL-6, IP-10, IL-10, or IL-1RA. CONCLUSION: CMV reactivation was not independently associated with changes in the temporal trends of host response biomarkers in comparison with non-reactivating patients. Therefore, these markers should not be used as surrogate clinical endpoints for interventional studies evaluating anti-CMV therapy. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s13054-018-2261-0) contains supplementary material, which is available to authorized users.",2018-12-18,"van de Groep, Kirsten; Nierkens, Stefan; Cremer, Olaf L.; Peelen, Linda M.; Klein Klouwenberg, Peter M. C.; Schultz, Marcus J.; Hack, C. Erik; van der Poll, Tom; Bonten, Marc J. M.; Ong, David S. Y.",Crit Care,,,,document_parses/pdf_json/7fc8036e021cc96973a221a57140bf888056b63f.json,document_parses/pmc_json/PMC6299562.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6299562/,
z5rdf0mi,053c632366f418a4f5cee0187d261666c4d99068,PMC,Causes and Implications of Codon Usage Bias in RNA Viruses,10.1371/journal.pone.0056642,PMC3581513,23451064,cc-by,"Choice of synonymous codons depends on nucleotide/dinucleotide composition of the genome (termed mutational pressure) and relative abundance of tRNAs in a cell (translational pressure). Mutational pressure is commonly simplified to genomic GC content; however mononucleotide and dinucleotide frequencies in different genomes or mRNAs may vary significantly, especially in RNA viruses. A series of in silico shuffling algorithms were developed to account for these features and analyze the relative impact of mutational pressure components on codon usage bias in RNA viruses. Total GC content was a poor descriptor of viral genome composition and causes of codon usage bias. Genomic nucleotide content was the single most important factor of synonymous codon usage. Moreover, the choice between compatible amino acids (e.g., leucine and isoleucine) was strongly affected by genomic nucleotide composition. Dinucleotide composition at codon positions 2-3 had additional effect on codon usage. Together with mononucleotide composition bias, it could explain almost the entire codon usage bias in RNA viruses. On the other hand, strong dinucleotide content bias at codon position 3-1 found in some viruses had very little effect on codon usage. A hypothetical innate immunity sensor for CpG in RNA could partially explain the codon usage bias, but due to dependence of virus translation upon biased host translation machinery, experimental studies are required to further explore the source of dinucleotide bias in RNA viruses.",2013-02-25,"Belalov, Ilya S.; Lukashev, Alexander N.",PLoS One,,,,document_parses/pdf_json/053c632366f418a4f5cee0187d261666c4d99068.json,document_parses/pmc_json/PMC3581513.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3581513/,
4792h5gj,9794fdd25bf5ce08230e7f62838876ca45d05b87,PMC,Burden of influenza-related severe acute respiratory infections during Hajj season 1438 (2017). Lessons and future directions,10.15537/smj.2018.5.21801,PMC6118186,29738015,cc-by-nc-sa,,2018-05-03,"Assiri, Abdullah M.; Asiri, Sari I.; Banassir, Talib; Baljoon, Mustafa J.; Jokhdar, Hani",Saudi Med J,,,,document_parses/pdf_json/9794fdd25bf5ce08230e7f62838876ca45d05b87.json,document_parses/pmc_json/PMC6118186.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6118186/,
jd028cyg,296a164caf341b41f229d0c618959a6bfeb6a00c,PMC,Vimentin regulates activation of the NLRP3 inflammasome,10.1038/ncomms7574,PMC4358756,25762200,no-cc,"Activation of the NLRP3 inflammasome and subsequent maturation of IL-1β have been implicated in acute lung injury (ALI), resulting in inflammation and fibrosis. We investigated the role of vimentin, a type III intermediate filament, in this process using three well-characterized murine models of ALI known to require NLRP3 inflammasome activation. We demonstrate that central pathophysiologic events in ALI (inflammation, IL-1β levels, endothelial and alveolar epithelial barrier permeability, remodelling and fibrosis) are attenuated in the lungs of Vim(−/−) mice challenged with LPS, bleomycin and asbestos. Bone marrow chimeric mice lacking vimentin have reduced IL-1β levels and attenuated lung injury and fibrosis following bleomycin exposure. Furthermore, decreased active caspase-1 and IL-1β levels are observed in vitro in Vim(−/−) and vimentin-knockdown macrophages. Importantly, we show direct protein–protein interaction between NLRP3 and vimentin. This study provides insights into lung inflammation and fibrosis and suggests that vimentin may be a key regulator of the NLRP3 inflammasome. SUPPLEMENTARY INFORMATION: The online version of this article (doi:10.1038/ncomms7574) contains supplementary material, which is available to authorized users.",2015-03-12,"dos Santos, Gimena; Rogel, Micah R.; Baker, Margaret A.; Troken, James R.; Urich, Daniela; Morales-Nebreda, Luisa; Sennello, Joseph A.; Kutuzov, Mikhail A.; Sitikov, Albert; Davis, Jennifer M.; Lam, Anna P.; Cheresh, Paul; Kamp, David; Shumaker, Dale K.; Budinger, G. R. Scott; Ridge, Karen M.",Nat Commun,,,,document_parses/pdf_json/296a164caf341b41f229d0c618959a6bfeb6a00c.json,document_parses/pmc_json/PMC4358756.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4358756/,
6fp8nly0,4ea10ee40e0ecf02db0667f87ed9ee4e2bd6aa9c,PMC,Anti-radiation damage effect of polyethylenimine as a toll-like receptor 5 targeted agonist,10.1093/jrr/rrs098,PMC3589936,23104900,cc-by-nc,"A number of agents are now available for use in protecting against ionizing radiation. These radiation-protective agents, however, have many adverse effects. Efforts have been made to develop new radiation-protective agents for medical application. Here, we investigated whether a compound, polyethylenimine (PEI), which activates Toll-like receptor 5 (TLR5)-mediated NF-kB signaling pathways, could have an anti-radiation effect on a mouse model. First, a cell-based screening model for an agonist of TLR5-mediated NF-kB pathway was established and then validated by activation of TLR5-mediated NF-kB luciferase reporter activity with a known TLR5 agonist, flagellin. We found that PEI induced dose-dependent activation of the TLR5-mediated NF-kB pathway, indicating that PEI is indeed a TLR5 agonist. Furthermore, the anti-radiation effect of polyethylenimine was assessed using a γ-ray total body irradiation (TBI) mouse model. Compared with the irradiation control, both survival time and survival rate were significantly improved in mice that received either a low dose of polyethylenimine (P= 0.019) or a high dose of polyethylenimine (P< 0.001). We also observed a positive correlation between animal body weight and survival time in mice that received a low dose of polyethylenimine, a high dose of polyethylenimine and amifostine, over a period of 30 days, r= 0.42 (P< 0.02), 0.72 (P< 0.0001) and 0.95 (P< 0.0001), respectively, while a negative correlation between animal body weight and survival time was observed in the irradiation control (r= –0.89; P< 0.0001). These results indicate that polyethylenimine is a new TLR5 agonist with potential application in offering protection for patients receiving radiotherapy or in radiation-related accidents.",2012-10-26,"Hu, Zhiqiang; Xing, Yaling; Qian, Yuanyu; Chen, Xiaojuan; Tu, Jian; Ren, Lening; Wang, Kai; Chen, Zhongbin",J Radiat Res,,,,document_parses/pdf_json/4ea10ee40e0ecf02db0667f87ed9ee4e2bd6aa9c.json,document_parses/pmc_json/PMC3589936.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3589936/,
g4aw4ves,6a1b5c9d6a0e52a6e0c3bdf192b5acb5bc9fed40,PMC,Diagnostic Devices for Isothermal Nucleic Acid Amplification,10.3390/s120608319,PMC3436031,22969402,cc-by,"Since the development of the polymerase chain reaction (PCR) technique, genomic information has been retrievable from lesser amounts of DNA than previously possible. PCR-based amplifications require high-precision instruments to perform temperature cycling reactions; further, they are cumbersome for routine clinical use. However, the use of isothermal approaches can eliminate many complications associated with thermocycling. The application of diagnostic devices for isothermal DNA amplification has recently been studied extensively. In this paper, we describe the basic concepts of several isothermal amplification approaches and review recent progress in diagnostic device development.",2012-06-14,"Chang, Chia-Chen; Chen, Chien-Cheng; Wei, Shih-Chung; Lu, Hui-Hsin; Liang, Yang-Hung; Lin, Chii-Wann",Sensors (Basel),,,,document_parses/pdf_json/6a1b5c9d6a0e52a6e0c3bdf192b5acb5bc9fed40.json,document_parses/pmc_json/PMC3436031.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3436031/,
g0pk8dw3,1522b3c191730bb3161a610fadb3bf06095ab902,PMC,Comparison of viral infection in healthcare-associated pneumonia (HCAP) and community-acquired pneumonia (CAP),10.1371/journal.pone.0192893,PMC5813982,29447204,cc-by,"BACKGROUND: Although viruses are known to be the second most common etiological factor in community-acquired pneumonia (CAP), the respiratory viral profile of the patients with healthcare-associated pneumonia (HCAP) has not yet been elucidated. We investigated the prevalence and the clinical impact of respiratory virus infection in adult patients with HCAP. METHODS: Patients admitted with HCAP or CAP, between January and December 2016, to a tertiary referral hospital in Korea, were prospectively enrolled, and virus identification was performed using reverse-transcription polymerase chain reaction (RT-PCR). RESULTS: Among 452 enrolled patients (224 with HCAP, 228 with CAP), samples for respiratory viruses were collected from sputum or endotracheal aspirate in 430 (95.1%) patients and from nasopharyngeal specimens in 22 (4.9%) patients. Eighty-seven (19.2%) patients had a viral infection, and the proportion of those with viral infection was significantly lower in the HCAP than in the CAP group (13.8% vs 24.6%, p = 0.004). In both the HCAP and CAP groups, influenza A was the most common respiratory virus, followed by entero-rhinovirus. The seasonal distributions of respiratory viruses were also similar in both groups. In the HCAP group, the viral infection resulted in a similar length of hospital stay and in-hospital mortality as viral–bacterial coinfection and bacterial infection, and the CAP group showed similar results. CONCLUSIONS: The prevalence of viral infection in patients with HCAP was lower than that in patients with CAP, and resulted in a similar prognosis as viral–bacterial coinfection or bacterial infection.",2018-02-15,"Kim, Eun Sun; Park, Kyoung Un; Lee, Sang Hoon; Lee, Yeon Joo; Park, Jong Sun; Cho, Young-Jae; Yoon, Ho Il; Lee, Choon-Taek; Lee, Jae Ho",PLoS One,,,,document_parses/pdf_json/1522b3c191730bb3161a610fadb3bf06095ab902.json,document_parses/pmc_json/PMC5813982.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5813982/,
msmq91d2,7d9f6bae2b7ced5834b4e92e7ef805d85fdea405,PMC,Characterization of Rift Valley Fever Virus MP-12 Strain Encoding NSs of Punta Toro Virus or Sandfly Fever Sicilian Virus,10.1371/journal.pntd.0002181,PMC3630143,23638202,cc-by,"Rift Valley fever virus (RVFV; genus Phlebovirus, family Bunyaviridae) is a mosquito-borne zoonotic pathogen which can cause hemorrhagic fever, neurological disorders or blindness in humans, and a high rate of abortion in ruminants. MP-12 strain, a live-attenuated candidate vaccine, is attenuated in the M- and L-segments, but the S-segment retains the virulent phenotype. MP-12 was manufactured as an Investigational New Drug vaccine by using MRC-5 cells and encodes a functional NSs gene, the major virulence factor of RVFV which 1) induces a shutoff of the host transcription, 2) inhibits interferon (IFN)-β promoter activation, and 3) promotes the degradation of dsRNA-dependent protein kinase (PKR). MP-12 lacks a marker for differentiation of infected from vaccinated animals (DIVA). Although MP-12 lacking NSs works for DIVA, it does not replicate efficiently in type-I IFN-competent MRC-5 cells, while the use of type-I IFN-incompetent cells may negatively affect its genetic stability. To generate modified MP-12 vaccine candidates encoding a DIVA marker, while still replicating efficiently in MRC-5 cells, we generated recombinant MP-12 encoding Punta Toro virus Adames strain NSs (rMP12-PTNSs) or Sandfly fever Sicilian virus NSs (rMP12-SFSNSs) in place of MP-12 NSs. We have demonstrated that those recombinant MP-12 viruses inhibit IFN-β mRNA synthesis, yet do not promote the degradation of PKR. The rMP12-PTNSs, but not rMP12-SFSNSs, replicated more efficiently than recombinant MP-12 lacking NSs in MRC-5 cells. Mice vaccinated with rMP12-PTNSs or rMP12-SFSNSs induced neutralizing antibodies at a level equivalent to those vaccinated with MP-12, and were efficiently protected from wild-type RVFV challenge. The rMP12-PTNSs and rMP12-SFSNSs did not induce antibodies cross-reactive to anti-RVFV NSs antibody and are therefore applicable to DIVA. Thus, rMP12-PTNSs is highly efficacious, replicates efficiently in MRC-5 cells, and encodes a DIVA marker, all of which are important for vaccine development for Rift Valley fever.",2013-04-18,"Lihoradova, Olga A.; Indran, Sabarish V.; Kalveram, Birte; Lokugamage, Nandadeva; Head, Jennifer A.; Gong, Bin; Tigabu, Bersabeh; Juelich, Terry L.; Freiberg, Alexander N.; Ikegami, Tetsuro",PLoS Negl Trop Dis,,,,document_parses/pdf_json/7d9f6bae2b7ced5834b4e92e7ef805d85fdea405.json,document_parses/pmc_json/PMC3630143.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3630143/,
d5d3y7jf,3edea664551396420ae233d6951c3a8a71c2870e,PMC,Human Bocavirus – Insights into a Newly Identified Respiratory Virus,10.3390/v1010003,PMC3185462,21994534,cc-by,"Human Bocavirus (HBoV) was discovered in 2005 using a molecular virus screening technique. It is often found in respiratory samples and is a likely cause for respiratory diseases in children. HBoV is distributed worldwide and has been found not only in respiratory samples, but also in feces, urine and serum. HBoV infections are mostly found in young children and coinfections with other respiratory viruses are often found, exacerbating the efforts to link HBoV to specific symptoms. The purpose of this review is to give an overview of recent HBoV research, highlighting some recent findings.",2009-04-21,"Lüsebrink, Jessica; Wittleben, Felix; Schildgen, Verena; Schildgen, Oliver",Viruses,,,,document_parses/pdf_json/3edea664551396420ae233d6951c3a8a71c2870e.json,document_parses/pmc_json/PMC3185462.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3185462/,
mksutjae,ed39eb0ca4b70bb930451b74bf8dd59110757f90,PMC,Prävention von Infektionskrankheiten in Industrieländern,10.1007/s00108-007-1996-5,PMC7080110,18210025,no-cc,"Prevention of infectious diseases is targeted at individuals, specific risk groups or communities. Vaccines are one of the most cost-effective medical interventions and protect the individual and the community against vaccine preventable diseases. Immunization programs aim to control, eliminate or eradicate infectious pathogens. In industrialized countries several vaccine preventable diseases are almost eliminated. Strict implementation of recommendations for influenza and pneumococcal immunization is crucial to reduce morbidity and mortality. Hence, uptake of recommended immunization among adults and elderly people is often low. Internal specialists are demanded to improve vaccine coverage in those age groups.",2008-01-10,"Abu Sin, M.; Suttorp, N.",Internist (Berl),,,,document_parses/pdf_json/ed39eb0ca4b70bb930451b74bf8dd59110757f90.json,document_parses/pmc_json/PMC7080110.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080110/,
